TransactionAmount,TransactionDate,Location,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionType,CustomerOccupation,Channel,Cluster
135.57,2023-06-14 17:17:34,Boston,51.0,116.00000000000001,1.0,11351.64,2024-11-04 08:11:44,Debit,Engineer,Branch,0
340.05,2023-10-27 17:26:53,Detroit,43.0,37.0,1.0,7234.15,2024-11-04 08:07:43,Debit,Engineer,Branch,2
283.45,2023-10-17 17:24:47,Colorado Springs,27.0,127.0,1.0,2049.51,2024-11-04 08:08:51,Debit,Engineer,Branch,0
100.99,2023-05-29 16:20:29,New York,68.0,114.0,1.0,8865.27,2024-11-04 08:09:12,Debit,Engineer,Branch,2
90.88,2023-02-20 16:48:49,Albuquerque,18.0,176.0,1.0,3908.4700000000003,2024-11-04 08:07:13,Debit,Student,Branch,1
655.15,2023-01-02 16:22:54,Seattle,26.0,264.0,1.0,5587.44,2024-11-04 08:07:15,Debit,Engineer,Branch,2
320.55,2023-05-01 17:11:47,Milwaukee,50.0,118.0,1.0,438.75,2024-11-04 08:08:14,Debit,Engineer,Online,2
41.51,2023-10-04 16:47:33,Phoenix,28.0,48.0,1.0,609.5999999999999,2024-11-04 08:11:54,Debit,Student,Online,1
71.53,2023-10-30 16:49:25,Jacksonville,68.0,39.0,1.0,2393.73,2024-11-04 08:12:00,Debit,Retired,Branch,3
467.13,2023-09-28 17:18:26,Kansas City,54.0,45.0,1.0,3914.84,2024-11-04 08:06:58,Debit,Retired,Branch,3
235.4,2023-09-26 17:02:25,Detroit,28.0,70.0,1.0,818.3599999999999,2024-11-04 08:10:13,Debit,Student,Branch,1
159.32,2023-01-16 18:57:13,Seattle,18.0,100.00000000000001,1.0,304.44,2024-11-04 08:10:32,Debit,Student,Branch,1
50.83,2023-12-18 16:06:14,Philadelphia,30.0,48.0,1.0,9553.42,2024-11-04 08:10:06,Debit,Engineer,Online,2
56.89,2023-02-03 18:03:56,Houston,59.0,56.0,1.0,3034.67,2024-11-04 08:09:52,Debit,Engineer,Branch,0
20.22,2023-03-10 18:26:19,Jacksonville,43.0,138.0,1.0,5515.32,2024-11-04 08:06:32,Debit,Engineer,Branch,2
50.4,2023-03-27 17:02:44,San Antonio,36.0,84.00000000000001,1.0,1677.01,2024-11-04 08:07:17,Debit,Engineer,Branch,0
73.88,2023-05-08 17:42:36,Los Angeles,53.0,131.0,1.0,4055.55,2024-11-04 08:08:11,Debit,Retired,Branch,3
119.61,2023-03-14 16:21:01,San Diego,33.0,53.00000000000001,1.0,9899.94,2024-11-04 08:07:28,Debit,Engineer,Branch,2
1241.05,2023-11-21 16:26:41,Miami,18.0,129.0,1.0,756.74,2024-11-04 08:11:48,Debit,Student,Branch,1
116.58,2023-08-31 16:38:18,Raleigh,43.0,247.0,1.0,2620.74,2024-11-04 08:06:50,Debit,Engineer,Branch,0
1919.1100000000001,2023-06-27 17:48:25,Portland,30.0,161.0,1.0,11090.24,2024-11-04 08:10:27,Debit,Engineer,Branch,2
391.96,2023-06-19 16:21:58,Nashville,64.0,79.0,1.0,2174.16,2024-11-04 08:06:47,Debit,Retired,Branch,3
156.26,2023-01-02 17:49:44,Virginia Beach,46.0,160.0,1.0,7854.100000000001,2024-11-04 08:09:29,Debit,Engineer,Branch,0
427.0,2023-07-31 17:04:29,Oklahoma City,49.0,163.0,1.0,8253.65,2024-11-04 08:07:30,Debit,Engineer,Branch,0
443.68,2023-04-25 18:58:32,Tucson,18.0,137.0,1.0,874.1499999999999,2024-11-04 08:10:26,Debit,Student,Branch,1
101.76,2023-02-20 17:27:24,Philadelphia,31.0,26.0,1.0,6043.25,2024-11-04 08:11:08,Debit,Engineer,Branch,0
67.57,2023-08-17 16:44:38,Charlotte,37.0,107.0,1.0,2766.12,2024-11-04 08:11:15,Debit,Engineer,Branch,0
326.29,2023-12-06 17:10:35,Denver,56.0,179.0,1.0,8171.259999999999,2024-11-04 08:10:44,Debit,Engineer,Online,2
158.56,2023-02-28 17:28:13,Sacramento,33.0,100.00000000000001,1.0,5401.21,2024-11-04 08:10:48,Debit,Engineer,Branch,2
56.02,2023-06-19 17:50:29,Memphis,27.0,142.0,1.0,3548.02,2024-11-04 08:07:58,Debit,Student,Online,1
288.28,2023-01-17 17:11:24,Portland,27.0,36.0,1.0,160.83,2024-11-04 08:06:33,Debit,Student,Online,1
245.67,2023-01-02 18:35:07,Portland,24.0,107.0,1.0,752.2499999999999,2024-11-04 08:07:45,Debit,Student,Branch,1
152.18,2023-08-07 16:57:22,Los Angeles,39.0,176.0,4.0,2459.84,2024-11-04 08:10:50,Debit,Engineer,Online,2
114.35,2023-11-27 16:16:19,El Paso,41.0,21.000000000000004,1.0,469.12,2024-11-04 08:10:13,Debit,Engineer,Branch,0
373.27,2023-07-18 18:03:03,Miami,61.0,79.0,1.0,8441.61,2024-11-04 08:06:36,Debit,Engineer,Online,2
504.63000000000005,2023-11-13 17:07:10,Portland,60.0,168.00000000000003,1.0,3806.16,2024-11-04 08:07:50,Debit,Engineer,Online,2
126.22,2023-05-04 16:25:15,Atlanta,46.0,77.0,4.0,6133.41,2024-11-04 08:07:41,Debit,Engineer,Branch,2
820.15,2023-12-18 16:33:01,Kansas City,47.0,181.0,1.0,8802.97,2024-11-04 08:10:34,Debit,Engineer,Branch,0
986.8099999999998,2023-03-31 16:52:35,Houston,68.0,127.0,1.0,14881.77,2024-11-04 08:09:09,Debit,Engineer,Online,2
8.37,2023-01-12 16:21:27,Colorado Springs,63.0,135.0,1.0,1106.34,2024-11-04 08:11:23,Debit,Retired,Branch,3
197.49,2023-07-03 16:36:45,Fresno,53.0,30.0,1.0,5005.33,2024-11-04 08:06:40,Debit,Retired,Online,3
637.97,2023-10-23 17:17:18,New York,58.0,90.0,1.0,7949.03,2024-11-04 08:07:56,Debit,Retired,Branch,3
13.52,2023-05-15 16:51:28,Seattle,26.0,65.0,1.0,259.77,2024-11-04 08:06:30,Debit,Student,Branch,1
432.1,2023-03-20 16:28:17,San Francisco,49.0,240.0,1.0,2114.3,2024-11-04 08:10:16,Debit,Engineer,Branch,2
375.17,2023-06-08 17:20:53,Fort Worth,51.0,66.0,2.0,5495.3,2024-11-04 08:11:26,Debit,Engineer,Branch,2
642.68,2023-02-17 16:57:11,Fresno,50.0,94.0,1.0,8461.46,2024-11-04 08:08:38,Debit,Engineer,Branch,0
78.44,2023-11-21 17:25:30,San Jose,52.0,292.0,1.0,6870.84,2024-11-04 08:10:39,Debit,Retired,Online,3
139.72,2023-01-16 17:53:00,Memphis,49.0,201.0,1.0,5058.83,2024-11-04 08:08:24,Debit,Engineer,Branch,0
499.99,2023-08-02 16:01:17,San Jose,31.0,296.0,1.0,8885.0,2024-11-04 08:09:05,Debit,Engineer,Branch,0
10.07,2023-01-17 16:47:41,Albuquerque,24.0,49.0,1.0,530.81,2024-11-04 08:08:57,Debit,Student,Online,1
120.61999999999999,2023-02-27 16:37:11,Raleigh,23.0,85.0,1.0,9379.53,2024-11-04 08:06:39,Debit,Student,Branch,1
578.49,2023-10-16 17:46:51,Nashville,59.0,180.0,1.0,6475.13,2024-11-04 08:06:50,Debit,Retired,Branch,3
119.3,2023-08-28 16:08:54,Mesa,34.0,22.0,5.0,319.04,2024-11-04 08:08:55,Debit,Engineer,Branch,0
280.92,2024-01-01 18:21:50,Phoenix,41.0,168.00000000000003,1.0,5298.85,2024-11-04 08:06:41,Debit,Engineer,Online,2
42.42,2023-06-01 17:19:57,Sacramento,21.0,102.0,1.0,490.57,2024-11-04 08:09:11,Debit,Student,Online,1
77.03,2023-06-19 16:57:53,Fresno,67.0,259.0,1.0,11310.27,2024-11-04 08:08:06,Debit,Engineer,Branch,2
22.59,2023-03-27 16:12:36,Seattle,62.0,45.0,1.0,3988.75,2024-11-04 08:08:22,Debit,Retired,Branch,3
568.76,2023-10-09 16:48:50,Baltimore,51.0,155.0,1.0,7484.319999999999,2024-11-04 08:12:09,Debit,Retired,Branch,3
25.94,2023-10-16 18:53:31,San Jose,58.0,211.0,5.0,4815.11,2024-11-04 08:06:38,Debit,Retired,Online,3
105.94,2023-08-07 16:02:55,Oklahoma City,51.0,207.0,1.0,5963.1,2024-11-04 08:09:59,Debit,Engineer,Branch,0
733.29,2023-03-15 18:42:16,Virginia Beach,52.0,94.0,5.0,10427.0,2024-11-04 08:07:12,Debit,Engineer,Branch,2
350.15,2023-11-27 16:18:25,Fresno,21.0,195.0,1.0,296.47,2024-11-04 08:08:37,Debit,Student,Branch,1
1151.18,2023-08-25 17:26:27,Kansas City,65.0,105.0,1.0,1100.06,2024-11-04 08:07:02,Debit,Engineer,Branch,2
183.67,2023-06-26 16:11:29,San Diego,19.0,238.0,1.0,910.26,2024-11-04 08:11:05,Debit,Student,Online,1
278.27,2023-04-10 16:47:55,Tucson,29.0,123.0,1.0,6684.34,2024-11-04 08:09:58,Debit,Engineer,Branch,0
470.3,2023-09-12 18:46:45,Austin,40.0,88.0,1.0,8524.09,2024-11-04 08:08:00,Debit,Engineer,Branch,2
261.69,2023-11-27 17:29:25,Philadelphia,53.0,84.00000000000001,1.0,5126.65,2024-11-04 08:09:09,Debit,Retired,Branch,3
365.04,2023-03-06 16:29:57,Virginia Beach,22.0,94.0,1.0,873.8899999999999,2024-11-04 08:12:08,Debit,Student,Branch,1
211.1,2023-09-14 16:58:48,Miami,57.0,136.0,1.0,7059.77,2024-11-04 08:07:01,Debit,Retired,Branch,3
21.49,2023-05-04 16:51:17,Denver,58.0,240.0,1.0,11991.24,2024-11-04 08:08:08,Debit,Engineer,Branch,2
63.58,2023-09-11 17:43:14,Columbus,18.0,199.0,1.0,8086.040000000001,2024-11-04 08:11:56,Debit,Student,Branch,1
321.86,2023-07-24 16:25:51,San Antonio,63.0,167.0,1.0,12626.49,2024-11-04 08:06:35,Debit,Engineer,Branch,2
12.11,2023-12-12 16:17:27,Jacksonville,75.0,127.0,1.0,1730.28,2024-11-04 08:07:10,Debit,Retired,Branch,3
642.54,2023-05-10 18:49:20,Milwaukee,44.0,28.0,1.0,3143.17,2024-11-04 08:10:37,Debit,Engineer,Branch,0
210.45,2023-12-11 16:47:05,Las Vegas,27.0,146.0,1.0,1242.49,2024-11-04 08:06:24,Debit,Student,Branch,1
313.65,2023-01-30 16:08:07,Chicago,55.0,173.0,1.0,1886.36,2024-11-04 08:10:49,Debit,Retired,Branch,3
99.76,2023-08-07 16:21:37,Sacramento,26.0,131.0,1.0,416.89,2024-11-04 08:06:26,Debit,Student,Branch,1
115.32,2023-07-25 17:24:07,Denver,53.0,113.0,1.0,5929.08,2024-11-04 08:08:36,Debit,Retired,Branch,3
33.61,2023-08-21 17:25:00,Milwaukee,23.0,72.0,1.0,479.08,2024-11-04 08:08:40,Debit,Student,Online,1
498.59,2023-01-30 16:20:26,Oklahoma City,33.0,32.0,1.0,5862.99,2024-11-04 08:06:58,Debit,Engineer,Online,2
98.81,2023-09-04 16:48:13,San Francisco,27.0,91.0,1.0,797.1,2024-11-04 08:08:11,Debit,Student,Branch,1
1.8700000000000003,2023-10-20 18:34:41,Washington,65.0,147.0,1.0,7287.94,2024-11-04 08:09:48,Debit,Retired,Branch,3
78.92,2023-06-15 18:57:42,Jacksonville,59.0,95.0,1.0,5624.86,2024-11-04 08:08:28,Debit,Engineer,Online,2
194.29,2023-01-23 16:05:42,Seattle,39.0,10.0,1.0,2988.41,2024-11-04 08:08:57,Debit,Engineer,Branch,0
28.73,2023-10-31 16:11:57,Kansas City,53.0,185.0,1.0,2712.96,2024-11-04 08:08:37,Debit,Engineer,Branch,2
105.53,2023-06-16 16:36:20,Colorado Springs,24.0,88.0,1.0,1433.66,2024-11-04 08:10:14,Debit,Student,Online,1
737.34,2023-03-20 17:45:22,Miami,30.0,34.0,1.0,7336.56,2024-11-04 08:08:06,Debit,Engineer,Online,2
237.86,2023-02-06 17:48:39,Philadelphia,18.0,210.0,1.0,475.62999999999994,2024-11-04 08:10:20,Debit,Student,Branch,1
409.61,2023-07-26 16:05:48,Kansas City,65.0,89.0,1.0,11698.15,2024-11-04 08:10:16,Debit,Engineer,Branch,0
75.53,2023-08-21 17:36:05,Fresno,21.0,157.0,1.0,1034.35,2024-11-04 08:07:11,Debit,Student,Online,1
72.75,2023-05-01 16:30:03,Phoenix,64.0,15.0,1.0,12042.79,2024-11-04 08:07:19,Debit,Engineer,Branch,2
39.11,2023-09-01 18:05:37,Columbus,26.0,143.0,1.0,518.54,2024-11-04 08:08:27,Debit,Student,Online,1
1309.79,2023-03-06 16:33:43,San Francisco,23.0,139.0,1.0,1258.93,2024-11-04 08:11:14,Debit,Student,Branch,1
729.38,2023-11-14 17:23:43,Los Angeles,68.0,90.0,1.0,9127.65,2024-11-04 08:08:16,Debit,Engineer,Branch,2
137.49,2023-07-26 16:54:08,Fort Worth,34.0,50.00000000000001,1.0,4471.05,2024-11-04 08:07:04,Debit,Engineer,Branch,2
504.71,2023-04-10 18:27:51,Detroit,29.0,61.00000000000001,1.0,6214.54,2024-11-04 08:08:37,Debit,Engineer,Online,2
371.47,2023-05-30 16:15:10,Milwaukee,24.0,58.00000000000001,1.0,1187.04,2024-11-04 08:07:09,Debit,Student,Branch,1
430.35,2023-02-20 17:23:03,Charlotte,36.0,205.0,1.0,354.9,2024-11-04 08:10:51,Debit,Engineer,Online,2
230.32,2023-05-15 18:15:33,Las Vegas,35.0,56.0,1.0,791.46,2024-11-04 08:08:34,Debit,Engineer,Branch,0
121.71,2023-09-05 17:02:23,Chicago,52.0,140.0,1.0,5878.89,2024-11-04 08:11:23,Debit,Retired,Branch,3
98.87,2023-01-03 17:51:07,Detroit,20.0,179.0,1.0,533.2,2024-11-04 08:06:58,Debit,Student,Online,1
117.55,2023-05-19 16:35:07,Fresno,24.0,35.0,1.0,897.94,2024-11-04 08:11:13,Debit,Student,Branch,1
244.64,2023-02-21 18:41:39,Tucson,30.0,103.0,1.0,9159.56,2024-11-04 08:06:53,Debit,Engineer,Branch,0
321.93,2023-12-04 18:27:11,Nashville,45.0,12.0,1.0,4392.73,2024-11-04 08:07:51,Debit,Engineer,Branch,2
1092.73,2023-01-23 17:24:29,Columbus,58.0,11.0,1.0,1390.98,2024-11-04 08:07:50,Debit,Retired,Branch,3
283.23,2023-02-06 16:48:45,El Paso,40.0,98.0,1.0,2008.7700000000002,2024-11-04 08:07:38,Debit,Engineer,Online,2
346.65,2024-01-01 16:17:13,Washington,30.0,60.00000000000001,1.0,6356.96,2024-11-04 08:06:58,Debit,Engineer,Online,2
381.62,2023-01-27 16:40:28,Las Vegas,64.0,164.0,1.0,6009.12,2024-11-04 08:11:46,Debit,Retired,Online,3
388.65,2023-02-21 16:02:33,Oklahoma City,76.0,43.0,1.0,7896.850000000001,2024-11-04 08:08:15,Debit,Retired,Branch,3
29.22,2023-07-06 18:16:05,San Antonio,24.0,151.0,1.0,1649.43,2024-11-04 08:09:03,Debit,Student,Branch,1
46.75,2023-07-31 17:37:31,Colorado Springs,67.0,150.0,1.0,2840.43,2024-11-04 08:09:20,Debit,Retired,Branch,3
348.64,2023-06-09 17:12:09,San Jose,57.0,128.0,1.0,3274.96,2024-11-04 08:11:22,Debit,Retired,Online,3
319.17,2023-01-11 16:58:02,Tucson,73.0,81.0,1.0,6501.56,2024-11-04 08:08:49,Debit,Retired,Online,3
73.95,2023-11-03 16:39:45,Kansas City,26.0,75.99999999999999,1.0,363.92,2024-11-04 08:07:22,Debit,Student,Branch,1
389.63,2023-02-16 16:20:06,Mesa,27.0,99.0,1.0,9748.48,2024-11-04 08:08:55,Debit,Engineer,Online,2
217.61,2023-03-16 17:36:31,Chicago,19.0,45.0,1.0,1404.53,2024-11-04 08:10:08,Debit,Student,Branch,1
199.84,2023-01-16 16:01:34,Dallas,21.0,150.0,1.0,706.44,2024-11-04 08:09:14,Debit,Student,Branch,1
56.35,2023-02-09 16:09:00,Charlotte,44.0,75.0,1.0,5095.73,2024-11-04 08:07:36,Debit,Engineer,Branch,2
248.95000000000002,2023-06-16 16:19:35,San Francisco,65.0,29.000000000000004,1.0,3059.79,2024-11-04 08:09:32,Debit,Retired,Branch,3
142.58,2023-06-19 16:20:51,San Antonio,33.0,145.0,1.0,7844.23,2024-11-04 08:06:46,Debit,Engineer,Branch,2
1020.7299999999999,2023-07-24 16:42:06,Fort Worth,28.0,87.0,1.0,1119.61,2024-11-04 08:11:32,Debit,Student,Branch,1
84.34,2023-06-08 16:27:56,Memphis,58.0,247.99999999999997,3.0,5313.97,2024-11-04 08:09:31,Debit,Retired,Online,3
1607.55,2023-09-07 16:27:03,Phoenix,31.0,156.0,1.0,6227.99,2024-11-04 08:07:33,Debit,Engineer,Branch,2
333.78,2023-11-30 17:53:48,San Diego,60.0,98.0,1.0,6810.94,2024-11-04 08:07:50,Debit,Retired,Branch,3
332.59,2023-07-13 17:50:13,San Antonio,55.0,143.0,1.0,1457.07,2024-11-04 08:09:05,Debit,Retired,Online,3
236.81,2023-10-26 16:59:55,Oklahoma City,22.0,15.0,1.0,813.68,2024-11-04 08:07:18,Debit,Student,Branch,1
417.8,2023-06-26 16:21:14,Philadelphia,27.0,130.0,1.0,1518.82,2024-11-04 08:09:17,Debit,Student,Branch,1
319.27,2023-08-07 16:54:58,San Antonio,50.0,150.0,1.0,10269.78,2024-11-04 08:12:18,Debit,Engineer,Branch,2
384.1,2023-05-24 18:32:58,Detroit,42.0,172.0,1.0,672.7899999999998,2024-11-04 08:11:42,Debit,Engineer,Branch,0
820.62,2023-03-03 17:18:59,Fresno,61.0,158.0,1.0,6024.8,2024-11-04 08:07:28,Debit,Engineer,Branch,0
474.77,2023-12-25 16:28:20,Indianapolis,56.0,50.00000000000001,1.0,2158.59,2024-11-04 08:08:36,Debit,Engineer,Online,2
542.72,2023-09-04 18:37:57,Indianapolis,43.0,91.99999999999999,1.0,6011.8,2024-11-04 08:08:53,Debit,Engineer,Branch,0
79.8,2023-12-22 17:17:34,Fort Worth,73.0,75.99999999999999,1.0,6372.58,2024-11-04 08:06:48,Debit,Retired,Branch,3
46.24,2023-03-13 16:05:46,San Diego,57.0,52.00000000000001,1.0,2569.56,2024-11-04 08:07:24,Debit,Engineer,Branch,0
327.8,2023-11-23 17:44:29,San Francisco,61.0,53.99999999999999,1.0,10585.48,2024-11-04 08:09:18,Debit,Engineer,Branch,2
445.79,2023-07-07 17:19:39,Las Vegas,52.0,161.0,1.0,717.9899999999999,2024-11-04 08:12:05,Debit,Engineer,Branch,2
55.89,2023-08-17 16:54:30,Fresno,72.0,150.0,1.0,3689.65,2024-11-04 08:11:33,Debit,Retired,Online,3
158.41,2023-02-09 16:28:58,Sacramento,28.0,16.0,1.0,1512.16,2024-11-04 08:10:03,Debit,Student,Branch,1
101.19,2023-11-29 18:38:41,Denver,64.0,75.0,1.0,14389.45,2024-11-04 08:09:44,Debit,Engineer,Online,2
827.14,2023-01-17 17:25:13,El Paso,36.0,265.0,4.0,9800.21,2024-11-04 08:08:14,Debit,Engineer,Branch,0
61.970000000000006,2023-05-22 18:45:23,Phoenix,74.0,95.0,1.0,7014.69,2024-11-04 08:10:47,Debit,Retired,Branch,3
27.21,2023-06-14 16:34:54,San Jose,79.0,102.0,1.0,3520.61,2024-11-04 08:06:49,Debit,Retired,Branch,3
173.74,2023-09-08 17:48:22,Houston,80.0,64.0,1.0,4913.42,2024-11-04 08:11:52,Debit,Retired,Online,3
176.11,2023-08-10 16:48:55,San Jose,38.0,105.0,1.0,9155.35,2024-11-04 08:10:30,Debit,Engineer,Branch,0
88.4,2023-11-10 18:02:07,Fort Worth,46.0,174.0,1.0,2567.53,2024-11-04 08:09:41,Debit,Engineer,Online,2
567.92,2023-06-20 16:27:07,Columbus,53.0,14.0,1.0,3779.4699999999993,2024-11-04 08:12:12,Debit,Retired,Online,3
138.11,2023-12-11 17:29:02,Phoenix,68.0,104.0,1.0,4177.65,2024-11-04 08:07:04,Debit,Retired,Online,3
456.93,2023-09-26 16:18:33,Virginia Beach,28.0,193.0,1.0,7284.76,2024-11-04 08:09:29,Debit,Engineer,Branch,0
101.42,2023-04-25 17:00:15,Atlanta,66.0,146.0,1.0,6530.59,2024-11-04 08:12:22,Debit,Retired,Online,3
300.61,2023-05-01 17:21:46,El Paso,44.0,51.00000000000001,1.0,7895.540000000001,2024-11-04 08:11:56,Debit,Engineer,Online,2
265.94,2023-06-05 16:11:07,Boston,54.0,132.0,1.0,6781.3,2024-11-04 08:06:37,Debit,Engineer,Online,2
345.54,2023-01-24 16:05:40,San Diego,29.0,50.00000000000001,1.0,2091.78,2024-11-04 08:11:09,Debit,Engineer,Online,2
411.52,2023-01-10 17:40:16,Los Angeles,41.0,88.0,1.0,11108.39,2024-11-04 08:09:13,Debit,Engineer,Branch,2
111.21,2023-08-21 18:36:41,Portland,35.0,111.0,1.0,9088.36,2024-11-04 08:12:12,Debit,Engineer,Branch,0
316.37,2023-08-28 17:34:17,Colorado Springs,53.0,86.0,1.0,4671.69,2024-11-04 08:08:00,Debit,Engineer,Branch,2
260.63,2023-12-20 18:58:27,Fort Worth,37.0,142.0,1.0,7534.7300000000005,2024-11-04 08:08:49,Debit,Engineer,Branch,0
92.36,2023-03-27 16:48:34,Dallas,29.0,144.0,1.0,6353.14,2024-11-04 08:07:55,Debit,Engineer,Branch,2
262.06,2023-09-11 16:09:15,Oklahoma City,63.0,118.0,1.0,13587.52,2024-11-04 08:10:23,Debit,Engineer,Branch,0
64.5,2023-08-17 18:32:19,Denver,74.0,230.0,1.0,1351.24,2024-11-04 08:08:31,Debit,Retired,Branch,3
253.55,2023-01-11 16:56:58,Jacksonville,28.0,85.0,5.0,2797.26,2024-11-04 08:09:12,Debit,Engineer,Branch,2
408.28,2023-03-15 16:33:09,Nashville,21.0,125.0,3.0,1222.77,2024-11-04 08:10:10,Debit,Student,Branch,1
175.94,2023-06-05 16:16:13,Indianapolis,57.0,89.0,1.0,3728.0400000000004,2024-11-04 08:07:11,Debit,Retired,Branch,3
199.47,2023-08-14 16:26:38,Detroit,57.0,142.0,1.0,6067.44,2024-11-04 08:07:22,Debit,Engineer,Online,2
51.07,2023-01-23 18:06:58,Dallas,63.0,133.0,1.0,4292.16,2024-11-04 08:12:12,Debit,Retired,Branch,3
435.86,2023-12-29 17:17:48,Jacksonville,56.0,134.0,1.0,3801.8200000000006,2024-11-04 08:09:18,Debit,Retired,Branch,3
74.73,2023-01-30 17:17:38,Jacksonville,64.0,162.0,1.0,6353.22,2024-11-04 08:08:26,Debit,Retired,Branch,3
182.79,2023-10-25 16:21:15,Louisville,23.0,14.0,1.0,1251.85,2024-11-04 08:06:54,Debit,Student,Online,1
628.36,2023-01-20 16:09:37,Austin,44.0,107.99999999999999,1.0,11869.71,2024-11-04 08:07:32,Debit,Engineer,Online,2
268.39,2023-02-21 18:13:02,San Antonio,29.0,177.0,1.0,9409.43,2024-11-04 08:11:45,Debit,Engineer,Online,2
362.27,2023-05-11 16:36:38,Jacksonville,80.0,47.0,1.0,6003.59,2024-11-04 08:07:35,Debit,Retired,Branch,3
560.15,2023-08-14 18:01:36,Memphis,50.0,91.99999999999999,1.0,817.83,2024-11-04 08:10:51,Debit,Engineer,Online,2
351.99,2023-06-12 16:58:04,Chicago,80.0,45.0,2.0,3663.64,2024-11-04 08:11:23,Debit,Retired,Branch,3
132.36,2023-03-13 17:01:57,Colorado Springs,28.0,160.0,1.0,319.65,2024-11-04 08:10:05,Debit,Student,Branch,1
24.77,2023-11-01 16:55:58,Nashville,40.0,17.0,1.0,478.23,2024-11-04 08:07:20,Debit,Engineer,Online,2
668.67,2023-11-07 17:38:05,Detroit,44.0,143.0,4.0,13446.81,2024-11-04 08:06:29,Debit,Engineer,Online,2
80.24,2023-05-19 17:28:42,New York,53.0,58.00000000000001,1.0,8012.810000000001,2024-11-04 08:12:13,Debit,Engineer,Branch,0
8.65,2023-11-20 16:28:19,Mesa,68.0,198.0,1.0,4201.22,2024-11-04 08:11:35,Debit,Retired,Branch,3
178.91,2023-03-15 16:37:04,Omaha,18.0,18.999999999999996,1.0,8870.89,2024-11-04 08:07:06,Debit,Student,Branch,1
115.22,2023-12-08 17:05:33,San Francisco,27.0,107.99999999999999,1.0,906.1999999999999,2024-11-04 08:09:07,Debit,Engineer,Branch,0
161.63,2023-12-25 16:32:44,San Jose,46.0,276.0,1.0,9286.37,2024-11-04 08:08:21,Debit,Engineer,Online,2
542.75,2023-12-07 18:28:50,Nashville,70.0,63.0,1.0,2224.08,2024-11-04 08:08:27,Debit,Retired,Branch,3
317.47,2023-05-01 17:31:34,Sacramento,67.0,16.0,1.0,14639.28,2024-11-04 08:07:58,Debit,Engineer,Online,2
280.99,2023-02-20 18:03:01,Houston,45.0,29.000000000000004,1.0,9733.59,2024-11-04 08:07:24,Debit,Engineer,Branch,0
24.19,2023-02-08 17:33:08,San Diego,29.0,28.0,1.0,2756.2,2024-11-04 08:07:26,Debit,Engineer,Branch,2
586.85,2023-08-15 16:57:27,Mesa,36.0,86.0,1.0,6655.15,2024-11-04 08:12:18,Debit,Engineer,Branch,2
372.41,2023-06-19 18:12:16,San Diego,55.0,143.0,1.0,3233.87,2024-11-04 08:06:34,Debit,Retired,Branch,3
63.17,2023-07-25 18:28:57,Fresno,20.0,148.0,1.0,1676.57,2024-11-04 08:07:18,Debit,Student,Branch,1
383.69,2023-10-31 17:06:08,Colorado Springs,54.0,285.0,1.0,8371.11,2024-11-04 08:10:03,Debit,Engineer,Online,2
247.16999999999996,2023-05-22 17:58:55,Chicago,65.0,149.0,1.0,2611.64,2024-11-04 08:07:43,Debit,Retired,Branch,3
48.78,2023-08-11 16:43:41,Kansas City,18.0,136.0,1.0,552.06,2024-11-04 08:10:11,Debit,Student,Branch,1
4.15,2023-10-19 16:34:39,Omaha,60.0,119.0,1.0,6017.36,2024-11-04 08:09:48,Debit,Retired,Branch,3
60.989999999999995,2023-08-01 17:14:17,Oklahoma City,34.0,58.00000000000001,1.0,7281.46,2024-11-04 08:07:51,Debit,Engineer,Branch,0
408.19,2023-12-15 16:48:08,Mesa,26.0,241.0,1.0,6847.47,2024-11-04 08:08:29,Debit,Engineer,Branch,0
524.6,2023-04-07 17:37:34,El Paso,58.0,75.99999999999999,1.0,13017.7,2024-11-04 08:09:46,Debit,Engineer,Branch,0
108.96,2023-10-10 18:12:07,Milwaukee,26.0,247.0,1.0,7597.660000000001,2024-11-04 08:06:40,Debit,Student,Branch,1
70.03,2023-12-18 18:34:33,Nashville,63.0,49.0,1.0,7330.31,2024-11-04 08:07:55,Debit,Retired,Branch,3
124.84,2023-09-22 17:44:42,Louisville,52.0,79.0,1.0,6711.78,2024-11-04 08:11:28,Debit,Retired,Online,3
324.04,2023-07-05 16:49:05,Virginia Beach,54.0,30.0,1.0,2248.06,2024-11-04 08:08:07,Debit,Retired,Branch,3
39.69,2023-04-24 17:16:27,Austin,70.0,163.0,1.0,3524.68,2024-11-04 08:07:44,Debit,Retired,Online,3
157.7,2023-12-01 17:29:15,Omaha,58.0,45.99999999999999,1.0,8332.58,2024-11-04 08:11:00,Debit,Engineer,Branch,0
81.27,2023-11-07 16:36:34,Seattle,22.0,68.00000000000001,1.0,1814.48,2024-11-04 08:10:47,Debit,Student,Online,1
193.82,2023-04-20 17:52:46,Kansas City,37.0,176.0,1.0,3886.7699999999995,2024-11-04 08:12:09,Debit,Engineer,Branch,0
16.73,2023-11-30 17:48:36,Omaha,79.0,165.0,1.0,7591.129999999999,2024-11-04 08:08:04,Debit,Retired,Online,3
474.05,2023-08-10 18:30:37,San Jose,57.0,214.0,1.0,1484.31,2024-11-04 08:10:46,Debit,Retired,Branch,3
39.21,2023-05-10 16:15:31,Miami,66.0,245.0,4.0,9385.57,2024-11-04 08:11:52,Debit,Engineer,Branch,2
